date,rate
11.10.2024,97.2394
12.10.2024,96.0686
15.10.2024,96.1021
16.10.2024,97.0121
17.10.2024,97.2568
18.10.2024,97.149
19.10.2024,96.4172
22.10.2024,96.0924
23.10.2024,96.5918
24.10.2024,96.6379
25.10.2024,96.7402
26.10.2024,96.6657
29.10.2024,97.23
30.10.2024,97.3261
31.10.2024,97.053
01.11.2024,97.0226
02.11.2024,97.4402
03.11.2024,97.5499
06.11.2024,98.0562
07.11.2024,98.2236
08.11.2024,98.0726
09.11.2024,97.8335
12.11.2024,97.955
13.11.2024,97.9559
14.11.2024,98.3657
15.11.2024,99.018
16.11.2024,99.9971
19.11.2024,99.943
20.11.2024,100.0348
21.11.2024,100.2192
22.11.2024,100.6798
23.11.2024,102.5761
26.11.2024,103.7908
27.11.2024,105.0604
28.11.2024,108.0104
29.11.2024,109.5782
30.11.2024,107.7409
03.12.2024,107.1758
04.12.2024,106.1878
05.12.2024,104.2361
06.12.2024,103.3837
07.12.2024,99.4215
10.12.2024,99.3759
11.12.2024,100.0324
12.12.2024,103.2707
13.12.2024,103.95
14.12.2024,103.4305
17.12.2024,102.9125
18.12.2024,102.9979
19.12.2024,102.7763
20.12.2024,103.4207
21.12.2024,102.3438
24.12.2024,101.6143
25.12.2024,99.8729
26.12.2024,99.6125
27.12.2024,99.2295
28.12.2024,100.5281
29.12.2024,101.6797
